Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
33999,1517,388,53,42,9999,0,1236,0,3752,4637,2,2,1171,441,1353,1,0,60,60,36,0,0,0,27,0,1832,1920,2745,1069,0,4,47,45,39,35,4,0,0,9,24,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,23,26,1,100,0,0,1,44,44,11,0,100,0,0,0,0,121
34999,1517,388,53,42,9999,0,1233,0,3751,4624,2,2,1171,441,1353,1,0,60,60,36,0,0,0,83,0,1832,1920,2943,1076,0,5,36,40,35,47,0,0,5,10,26,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,24,26,1,100,0,0,1,45,44,4,0,100,0,0,0,0,121
35999,1517,388,53,42,9999,0,1248,0,3751,4681,2,2,1171,441,1353,1,0,60,60,36,0,0,0,87,0,1832,1920,2904,1091,0,9,31,47,38,30,5,5,9,0,25,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,24,26,1,100,0,0,1,45,44,4,0,100,0,0,0,0,121
36999,1517,388,53,42,9999,0,1238,0,3751,4643,2,2,1171,441,1353,1,0,60,60,36,0,0,0,81,0,1832,1920,2868,1110,0,9,59,30,35,44,9,0,0,5,25,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,23,26,1,100,0,0,1,44,44,6,0,100,0,0,0,0,121
38000,1517,388,53,42,9999,0,1241,0,3751,4654,2,2,1171,441,1353,1,0,60,60,36,0,0,0,24,0,1832,1920,2785,1138,0,13,44,16,42,50,0,0,13,10,26,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,23,26,1,100,0,0,1,43,44,8,0,100,0,0,0,0,121
38999,1517,388,53,42,9999,0,1229,0,3751,4609,2,2,1171,441,1353,1,0,60,60,36,0,0,0,16,0,1832,1920,2808,1083,0,0,52,12,45,31,0,0,0,5,25,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,23,26,1,100,0,0,1,43,44,7,0,100,0,0,0,0,121
40005,1515,388,53,42,9999,0,1247,0,3751,4677,2,2,1171,441,1353,1,0,60,60,37,0,0,0,24,0,1832,1920,2863,1088,0,13,64,12,47,26,13,0,5,5,25,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,22,26,1,100,0,0,1,42,44,11,0,100,0,0,0,0,121
41000,1515,388,53,42,9999,0,1247,0,3751,4677,2,2,1171,441,1353,1,0,60,60,37,0,0,0,33,0,1832,1920,2570,1074,0,5,52,30,22,47,5,0,0,13,22,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,22,26,1,100,0,0,1,40,45,12,0,100,0,0,0,0,121
41999,1515,388,53,42,9999,0,1223,0,3751,4587,2,2,1171,441,1353,1,0,60,60,37,0,0,0,130,0,1832,1920,2479,1099,0,5,19,19,38,45,0,0,5,14,23,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,21,26,1,100,0,0,1,41,45,12,0,100,0,0,0,0,121
43000,1515,388,53,42,9999,0,1203,0,3751,4512,2,2,1171,441,1353,1,0,60,60,36,0,0,0,73,0,1832,1920,2625,1151,0,4,42,36,38,56,0,4,0,5,24,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,21,26,1,100,0,0,1,42,45,12,0,100,0,0,0,0,121
44000,1515,388,53,42,9999,0,1219,0,3751,4572,2,2,1171,441,1353,1,0,60,60,37,0,0,0,69,0,1832,1920,2490,1125,0,9,44,23,42,39,9,0,5,0,23,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,21,26,1,100,0,0,2,39,45,12,0,100,0,0,0,0,121
45000,1515,388,53,42,9999,0,1211,0,3752,4543,2,2,1171,441,1353,1,0,60,60,37,0,0,0,36,0,1832,1920,2406,1091,0,5,42,36,35,22,5,0,0,14,22,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,21,26,1,100,0,0,2,39,45,12,0,100,0,0,0,0,121
46000,1515,388,53,42,9999,0,1225,0,3752,4596,2,2,1171,441,1353,1,0,60,60,37,0,0,0,21,0,1832,1920,2559,1086,0,5,42,27,29,47,5,4,0,14,23,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,22,26,1,100,0,0,1,41,45,12,0,100,0,0,0,0,121
47001,1515,388,53,42,9999,0,1280,0,3752,4802,2,2,1171,441,1353,1,0,60,60,37,0,0,0,77,0,1832,1920,2676,1282,0,5,63,40,35,31,5,5,5,0,28,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,38,32,1,100,0,0,1,41,35,17,0,100,0,0,0,0,121
48000,1515,388,53,42,9999,0,1210,0,3752,4539,2,2,1171,441,1353,1,0,60,60,37,0,0,0,133,0,1832,1920,2484,1067,0,5,60,39,36,22,5,0,0,5,23,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,21,26,1,100,0,0,1,39,45,12,0,100,0,0,0,0,121
49000,1515,388,53,42,9999,0,1225,0,3752,4596,2,2,1171,441,1353,1,0,60,60,36,0,0,0,305,0,1832,1920,2611,1106,0,13,52,29,21,47,5,0,13,5,24,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,22,26,1,100,0,0,1,44,45,12,0,100,0,0,0,0,121
50000,1515,388,53,42,9999,0,1220,0,3752,4577,2,2,1171,441,1353,1,0,60,60,36,0,0,0,260,0,1832,1920,2578,1170,0,9,36,42,40,31,0,9,0,10,24,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,22,26,1,100,0,0,1,42,45,11,0,100,0,0,0,0,121
51000,1515,388,53,42,9999,0,1220,0,3752,4577,2,2,1171,441,1353,1,0,60,60,36,0,0,0,246,0,1832,1920,2708,1115,0,18,52,33,33,39,18,5,9,0,25,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,22,26,1,100,0,0,1,40,44,10,0,100,0,0,0,0,121
52000,1515,388,53,42,9999,0,1229,0,3752,4611,2,2,1171,441,1353,1,0,60,60,36,0,0,0,204,0,1832,1920,2914,1145,0,5,44,42,35,47,5,0,0,10,26,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,23,26,1,100,0,0,1,43,44,9,0,100,0,0,0,0,121
53001,1515,388,53,42,9999,0,1229,0,3752,4611,2,2,1171,441,1353,1,0,60,60,36,0,0,0,174,0,1832,1920,2885,1082,0,14,52,26,29,50,0,0,14,10,25,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,22,26,1,100,0,0,1,44,45,12,0,100,0,0,0,0,121
54001,1515,388,53,42,9999,0,1222,0,3752,4584,2,2,1171,441,1353,1,0,60,60,37,0,0,0,37,0,1832,1920,2349,1077,0,5,44,38,35,27,0,0,5,0,22,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,21,26,1,100,0,0,1,36,45,12,0,100,0,0,0,0,121
55000,1515,388,53,42,9999,0,1201,0,3752,4506,2,2,1171,441,1353,1,0,60,60,36,0,0,0,75,0,1832,1920,1998,1043,0,5,47,22,35,47,5,0,5,9,18,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,19,25,1,100,0,0,2,27,44,10,0,100,0,0,0,0,121
56000,1515,388,53,42,9999,0,1190,0,3752,4464,2,2,1171,441,1353,1,0,60,60,37,0,0,0,28,0,1832,1920,1643,1077,0,10,42,31,36,43,0,5,10,13,18,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,25,1,100,0,0,2,23,44,7,0,100,0,0,0,0,121
57001,1515,388,53,42,9999,0,1175,0,3752,4408,2,2,1171,441,1353,1,0,60,60,36,0,0,0,20,0,1832,1920,1619,1136,0,5,44,28,39,38,0,5,0,10,18,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,25,1,100,0,0,2,24,43,7,0,100,0,0,0,0,121
58001,1515,388,53,42,9999,0,1180,0,3752,4427,2,2,1171,441,1353,1,0,60,60,36,0,0,0,10,0,1832,1920,1585,1127,0,13,58,41,31,43,13,0,5,0,18,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,18,25,1,100,0,0,2,23,44,6,0,100,0,0,0,0,121
59001,1515,388,53,42,9999,0,1195,0,3752,4483,2,2,1171,441,1353,1,0,60,60,37,0,0,0,24,0,1832,1920,1571,1082,0,5,50,26,43,40,5,0,5,5,17,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,18,25,1,100,0,0,2,22,43,6,0,100,0,0,0,0,121
60006,1508,388,53,42,9999,0,1203,0,3752,4513,2,2,1171,441,1353,1,0,60,60,37,0,0,0,12,0,1832,1920,1613,1054,0,10,52,22,42,35,0,0,10,10,17,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,20,25,1,100,0,0,2,36,45,12,0,100,0,0,0,0,121
61002,1508,388,53,42,9999,0,1289,0,3752,4836,2,2,1171,441,1353,1,0,60,60,36,0,0,0,103,0,1832,1920,2656,1080,0,17,33,33,42,38,17,0,13,9,23,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,41,41,1,100,0,0,1,39,34,17,1,99,0,0,0,0,121
61576,1508,388,53,42,9999,0,1343,0,3752,5038,2,2,2419,441,2000,1,0,60,60,37,0,0,0,61,0,1832,1920,2481,1436,508,0,61,25,52,60,0,0,0,5,28,0,0,6504,463,0,371,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195,42,62,1,99,1,0,1,32,35,8,2,98,0,0,0,508,121
120001,1051,431,53,42,9999,0,1272,0,3733,4748,2,2,1171,441,1353,1,0,20,60,36,0,0,8,168,0,1832,1920,1695,2764,0,5,50,44,41,47,5,0,0,14,36,0,0,6547,500,0,416,6,422,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,756,26,17,1,99,1,0,1,24,40,11,5,95,0,58,1400,1400,121
