Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
11967,591,344,37,44,9999,0,1500,0,3633,6241,2,2,1171,441,1555,1,0,60,60,80,0,0,4,3,0,1824,1920,3259,1444,187,27,52,42,38,47,10,11,27,0,32,0,0,6521,411,0,325,8,333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,44,33,2,100,0,0,1,18,36,0,2,98,0,0,0,187,121
12967,591,344,37,44,9999,0,1500,0,3633,6059,2,2,1171,441,1555,1,0,59,60,83,0,0,1,2,0,1824,1920,3181,1487,187,30,47,35,38,47,30,14,15,5,31,0,0,6521,411,0,325,8,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,45,33,2,100,0,0,1,19,37,0,2,98,0,0,0,187,121
13967,591,344,37,44,9999,0,1500,0,3633,6023,2,2,1171,441,1555,1,0,61,60,86,0,0,5,12,0,1824,1920,3448,1457,188,16,57,45,39,38,5,10,16,9,33,0,0,6521,411,0,325,8,333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,44,33,2,100,0,0,1,18,36,0,2,98,0,0,0,188,121
14967,591,344,37,44,9999,0,1500,0,3633,6070,2,2,1171,441,1555,1,0,60,60,89,0,0,2,27,0,1824,1920,3493,1507,157,21,52,42,36,47,15,14,21,13,34,0,0,6521,411,0,325,8,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,32,25,1,100,0,0,1,18,37,0,0,100,0,0,0,157,121
15967,591,344,37,44,9999,0,1500,0,3633,5798,2,2,1171,441,1555,1,0,60,60,93,0,0,5,17,0,1824,1920,3353,1183,0,25,41,23,11,39,25,22,25,0,29,0,0,6521,411,0,325,8,333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
16967,591,344,37,44,9999,0,1500,0,3627,6147,2,2,1171,441,1555,1,0,57,60,93,0,0,1,53,0,1824,1920,3246,1429,191,27,50,43,33,50,19,27,27,0,33,0,0,6521,411,0,325,8,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,43,33,2,100,0,0,1,16,36,0,2,98,0,0,0,191,121
17436,591,344,37,44,9999,0,1500,0,3627,6147,2,2,2419,441,2000,1,0,57,60,94,0,0,1,53,0,1824,1920,3246,1429,191,27,50,43,33,50,19,27,27,0,33,0,0,6521,411,0,325,8,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,43,33,2,100,0,0,1,16,36,0,2,98,0,0,0,191,121
28972,704,288,37,44,9999,0,1306,0,3642,4756,2,2,1171,441,1353,1,0,61,60,36,0,0,0,84,0,1832,1920,2237,1438,311,0,39,39,39,59,0,0,0,9,26,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,36,39,1,100,0,0,1,35,40,11,2,98,0,0,0,311,121
29967,704,288,37,44,9999,0,1296,0,3657,4739,2,2,1171,441,1353,1,0,60,60,37,0,0,0,57,0,1832,1920,2553,1125,0,9,39,47,42,39,5,9,5,9,24,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,33,38,1,100,0,0,1,38,40,9,2,98,0,0,0,0,121
30967,704,288,37,44,9999,0,1214,0,3657,4439,2,2,1171,441,1353,1,0,60,60,37,0,0,0,78,0,1832,1920,2458,1093,0,14,17,33,44,33,14,13,5,5,24,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,22,26,1,100,0,0,1,41,45,12,0,100,0,0,0,0,121
31967,704,288,37,44,9999,0,1252,0,3657,4578,2,2,1171,441,1353,1,0,60,60,37,0,0,0,98,0,1832,1920,2462,1082,0,9,42,36,22,47,5,9,0,21,23,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,21,25,1,100,0,0,2,40,45,12,0,100,0,0,0,0,121
32967,704,288,37,44,9999,0,1257,0,3657,4596,2,2,1171,441,1353,1,0,60,60,36,0,0,0,45,0,1832,1920,2379,1048,0,0,36,36,36,44,0,0,0,14,22,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,21,25,1,100,0,0,2,40,46,12,0,100,0,0,0,0,121
33968,704,288,37,44,9999,0,1123,0,3657,4106,2,2,1171,441,1353,1,0,60,60,36,0,0,0,35,0,1832,1920,2261,1064,0,9,30,50,40,38,9,5,5,0,22,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,21,25,1,100,0,0,2,36,45,12,0,100,0,0,0,0,121
34968,704,288,37,44,9999,0,1226,0,3657,4483,2,2,1171,441,1353,1,0,60,60,37,0,0,0,78,0,1832,1920,1571,1105,0,4,33,47,63,36,0,0,4,5,17,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,18,25,1,100,0,0,2,23,44,6,0,100,0,0,0,0,121
35967,704,288,37,44,9999,0,1197,0,3657,4377,2,2,1171,441,1353,1,0,60,60,36,0,0,0,56,0,1832,1920,1580,1149,0,5,38,33,31,35,0,5,0,5,18,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,18,25,1,100,0,0,2,23,44,5,0,100,0,0,0,0,121
36967,704,288,37,44,9999,0,1123,0,3657,4106,2,2,1171,441,1353,1,0,60,60,36,0,0,0,6,0,1832,1920,1680,1096,0,5,54,27,31,31,0,5,0,5,20,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20,26,1,100,0,0,2,36,45,13,0,100,0,0,0,0,121
37967,704,288,37,44,9999,0,1270,0,3657,4644,2,2,1171,441,1353,1,0,60,60,36,0,0,0,116,0,1832,1920,2499,1093,0,17,39,33,47,35,17,5,0,0,22,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,22,25,1,100,0,0,1,41,46,12,0,100,0,0,0,0,121
38967,704,288,37,44,9999,0,1162,0,3657,4249,2,2,1171,441,1353,1,0,60,60,36,0,0,0,52,0,1832,1920,2531,1077,0,5,44,45,45,25,0,5,0,10,24,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,22,25,1,100,0,0,1,41,46,12,0,100,0,0,0,0,121
39968,704,288,37,44,9999,0,1260,0,3669,4622,2,2,1171,441,1353,1,0,60,60,37,0,0,0,11,0,1832,1920,2476,1078,0,5,47,38,50,38,5,0,0,14,23,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,22,25,1,100,0,0,1,41,46,12,0,100,0,0,0,0,121
40968,704,288,37,44,9999,0,1243,0,3669,4560,2,2,1171,441,1353,1,0,60,60,36,0,0,0,11,0,1832,1920,2574,1068,0,14,54,40,45,45,14,5,0,0,24,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,22,26,1,100,0,0,1,42,45,12,0,100,0,0,0,0,121
41968,704,288,37,44,9999,0,1247,0,3669,4575,2,2,1171,441,1353,1,0,60,60,36,0,0,0,30,0,1832,1920,2616,1132,0,0,52,27,42,36,0,0,0,5,24,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,22,26,1,100,0,0,1,43,45,12,0,100,0,0,0,0,121
42967,704,288,37,44,9999,0,1245,0,3669,4567,2,2,1171,441,1353,1,0,60,60,36,0,0,0,13,0,1832,1920,2557,1138,0,5,44,45,42,39,0,5,5,10,23,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,22,26,1,100,0,0,1,41,45,12,0,100,0,0,0,0,121
43968,704,288,37,44,9999,0,1500,0,3669,6479,2,2,1171,441,2000,1,0,55,60,36,0,0,31,24,0,1832,1920,2845,878,0,44,80,83,80,89,18,27,44,84,19,0,0,6260,356,0,272,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,30,23,1,100,0,0,1,16,37,0,0,100,0,0,0,0,121
44968,704,288,37,44,9999,0,1500,0,3669,6072,2,2,1171,441,1353,1,0,57,60,133,0,0,19,74,0,1824,1920,3342,1124,0,19,60,50,50,46,19,14,10,0,22,0,0,6260,356,0,272,7,279,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,29,23,1,100,0,0,1,19,38,0,0,100,0,0,0,0,121
45968,704,288,37,44,9999,0,1500,0,3669,6028,2,2,1171,441,1353,1,0,56,60,115,0,0,15,25,0,1824,1920,3391,1174,0,15,61,40,52,52,5,15,5,5,28,0,0,6260,356,0,272,7,279,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,29,23,1,100,0,0,1,20,39,0,0,100,0,0,0,0,121
46970,704,288,37,44,9999,0,1500,0,3669,5918,2,2,1171,441,1353,1,0,59,60,107,0,0,6,12,0,1824,1920,3408,1171,0,21,55,45,37,38,21,10,19,10,26,0,0,6260,356,0,272,7,279,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
47968,704,288,37,44,9999,0,1500,0,3669,5976,2,2,1171,441,1353,1,0,59,60,104,0,0,2,38,0,1824,1920,3456,1209,0,27,60,38,47,56,15,27,14,5,29,0,0,6260,356,0,272,7,279,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
48975,315,468,37,44,9999,0,1500,0,3669,5543,2,2,1171,441,1353,1,0,53,60,103,0,0,10,12,0,1824,1920,3184,1030,0,19,57,40,38,47,14,19,14,0,26,0,0,6672,535,0,452,6,459,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,30,23,1,100,0,0,1,17,37,0,0,100,0,0,0,0,121
49968,315,468,37,44,9999,0,1461,0,3642,5320,2,2,1171,441,1555,1,0,60,60,102,0,0,0,12,0,1824,1920,3210,1090,0,14,50,44,30,52,10,5,14,10,28,0,0,6672,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,30,23,1,100,0,0,1,17,38,0,0,100,0,0,0,0,121
50968,315,468,37,44,9999,0,1500,0,3642,5630,2,2,1171,441,1555,1,0,61,60,97,0,0,0,53,0,1824,1920,2946,1054,0,22,57,42,38,47,22,22,22,9,27,0,0,6672,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,30,23,1,100,0,0,1,17,38,0,0,100,0,0,0,0,121
51968,315,468,37,44,9999,0,1500,0,3642,5608,2,2,1171,441,1555,1,0,61,60,92,0,0,1,85,0,1824,1920,3201,1083,0,18,50,50,50,44,5,18,15,0,28,0,0,6672,535,0,452,6,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
52969,315,468,37,44,9999,0,1469,0,3642,5350,2,2,1171,441,1555,1,0,59,60,89,0,0,0,55,0,1824,1920,3033,1082,0,14,52,47,42,42,5,14,10,0,25,0,0,6672,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,28,23,1,100,0,0,2,20,39,0,0,100,0,0,0,0,121
53969,315,468,37,44,9999,0,1371,0,3642,4993,2,2,1171,441,1353,1,0,49,60,83,0,0,18,12,0,1824,1920,2932,825,0,5,50,39,42,47,5,5,0,5,23,0,0,6672,535,0,452,6,459,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,30,23,1,100,0,0,1,14,38,0,0,100,0,0,0,0,121
54969,315,468,37,44,9999,0,1472,0,3642,5361,2,2,1171,441,1353,1,0,49,60,87,0,0,14,11,0,1824,1920,3177,1077,0,14,44,25,29,50,14,5,14,10,28,0,0,6672,535,0,452,6,459,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
55969,315,468,37,44,9999,0,1489,0,3642,5422,2,2,1171,441,1353,1,0,60,60,87,0,0,3,15,0,1824,1920,3081,1102,0,23,52,47,41,55,0,23,14,5,28,0,0,6672,535,0,452,6,459,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,29,23,1,100,0,0,1,19,39,0,0,100,0,0,0,0,121
56969,315,468,37,44,9999,0,1368,0,3642,4982,2,2,1171,441,1353,1,0,60,60,85,0,0,0,16,0,1824,1920,2875,835,0,10,54,47,47,52,10,10,0,13,24,0,0,6672,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,14,38,0,0,100,0,0,0,0,121
57969,315,468,37,44,9999,0,1381,0,3642,5029,2,2,1171,441,1353,1,0,52,60,83,0,0,3,34,0,1824,1920,2868,794,0,14,47,31,42,50,0,14,0,18,23,0,0,6672,535,0,452,6,459,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,30,23,1,100,0,0,1,12,36,0,0,100,0,0,0,0,121
58969,315,468,37,44,9999,0,1500,0,3642,5495,2,2,1171,441,1353,1,0,54,60,80,0,0,18,44,0,1824,1920,3187,1085,0,10,55,36,33,35,10,5,10,14,27,0,0,6672,535,0,452,6,459,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
59969,315,468,37,44,9999,0,1500,0,3642,5535,2,2,1171,441,1353,1,0,60,60,79,0,0,1,50,0,1824,1920,3024,1086,0,11,44,36,42,45,11,0,0,13,26,0,0,6672,535,0,452,6,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
60970,315,468,37,44,9999,0,1500,0,3642,5590,2,2,1171,441,1353,1,0,55,60,79,0,0,6,40,0,1824,1920,3323,1114,0,23,50,33,33,52,5,18,23,21,27,0,0,6672,535,0,452,6,459,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,29,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
61969,315,468,37,44,9999,0,1500,0,3642,5808,2,2,1171,441,1353,1,0,60,60,79,0,0,0,48,0,1824,1920,3258,1130,0,18,50,25,50,35,10,18,15,5,28,0,0,6672,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,30,23,1,100,0,0,1,17,38,0,0,100,0,0,0,0,121
62969,315,468,37,44,9999,0,1500,0,3642,5630,2,2,1171,441,1353,1,0,60,60,78,0,0,0,49,0,1824,1920,3332,1147,0,22,50,36,56,54,22,11,22,10,30,0,0,6672,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
63969,315,468,37,44,9999,0,1371,0,3642,4993,2,2,1171,441,1353,1,0,60,60,78,0,0,0,49,0,1824,1920,3332,1147,0,22,50,36,56,54,22,11,22,10,30,0,0,6672,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,30,23,1,100,0,0,1,12,37,0,0,100,0,0,0,0,121
64969,315,468,37,44,9999,0,1500,0,3642,5568,2,2,1171,441,1353,1,0,56,60,80,0,0,11,29,0,1824,1920,3193,1085,0,19,57,42,33,52,5,10,19,9,27,0,0,6672,535,0,452,6,459,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
65969,315,468,37,44,9999,0,1500,0,3642,5557,2,2,1171,441,1353,1,0,60,60,79,0,0,0,24,0,1824,1920,3256,1096,0,25,52,42,39,47,25,5,10,0,28,0,0,6672,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
66969,315,468,37,44,9999,0,1500,0,3642,5677,2,2,1171,441,1353,1,0,60,60,78,0,0,1,52,0,1824,1920,3245,1092,0,23,52,39,42,47,22,14,23,9,27,0,0,6672,535,0,452,6,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,17,38,0,0,100,0,0,0,0,121
67970,315,468,37,44,9999,0,1500,0,3642,5550,2,2,1171,441,1353,1,0,60,60,78,0,0,0,51,0,1824,1920,3251,1092,0,14,42,35,47,52,5,5,14,5,26,0,0,6672,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,30,23,1,100,0,0,1,17,38,0,0,100,0,0,0,0,121
68975,310,468,37,44,9999,0,1500,0,3642,5768,2,2,1171,441,1353,1,0,60,60,77,0,0,1,41,0,1824,1920,3102,1123,0,19,50,27,38,47,19,5,19,0,28,0,0,6673,535,0,452,6,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,17,38,0,0,100,0,0,0,0,121
69970,310,468,37,44,9999,0,1500,0,3635,5750,2,2,1171,441,1353,1,0,60,60,76,0,0,0,54,0,1824,1920,3381,1129,0,22,50,56,44,44,22,14,19,0,29,0,0,6673,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,42,46,2,100,0,0,1,18,36,0,2,98,0,0,0,0,121
70970,310,468,37,44,9999,0,1500,0,3635,5757,2,2,1171,441,1353,1,0,60,60,76,0,0,3,54,0,1824,1920,3098,1140,0,30,70,42,54,33,5,19,30,9,27,0,0,6673,535,0,452,6,459,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,32,28,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
71970,310,468,37,44,9999,0,1500,0,3635,6001,2,2,1171,441,1353,1,0,61,60,78,0,0,0,38,0,1824,1920,3400,1523,0,33,59,38,57,52,5,5,33,14,32,0,0,6673,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,45,31,2,100,0,0,1,19,33,5,0,100,0,0,0,0,121
72970,310,468,37,44,9999,0,1500,0,3635,5877,2,2,1171,441,1353,1,0,60,60,79,0,0,0,46,0,1824,1920,3363,1138,0,14,52,47,42,50,5,11,14,0,29,0,0,6673,535,0,452,6,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
73970,310,468,37,44,9999,0,1500,0,3628,6036,2,2,1171,441,1353,1,0,59,60,80,0,0,2,41,0,1824,1920,3398,1411,0,19,57,41,42,41,19,15,19,10,30,0,0,6673,535,0,452,6,459,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,44,31,2,100,0,0,1,19,33,5,0,100,0,0,0,0,121
