Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
65999,221,924,45,44,9999,0,1500,0,3664,5972,2,2,1171,441,1353,1,0,60,60,92,0,0,4,3,0,1824,1920,3484,1486,207,19,52,29,42,36,19,14,19,5,33,0,0,7397,962,0,917,1,918,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,44,33,2,100,0,0,1,18,36,0,2,98,0,0,0,207,121
66998,221,924,45,44,9999,0,1500,0,3664,5928,2,2,1171,441,1353,1,0,60,60,91,0,0,2,3,0,1824,1920,3348,1459,198,27,65,50,54,42,27,16,19,19,31,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,47,75,2,99,1,0,1,17,31,0,2,98,0,0,0,198,121
67998,221,924,45,44,9999,0,1500,0,3664,6294,2,2,1171,441,1353,1,0,59,60,91,0,0,2,2,0,1824,1920,3407,1837,202,15,57,26,29,35,15,6,5,27,40,0,0,7397,962,0,917,1,918,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,50,90,2,99,1,0,1,15,27,1,1,99,0,0,0,202,121
68999,221,924,45,44,9999,0,1500,0,3664,6060,2,2,1171,441,1353,1,0,60,60,91,0,0,1,9,0,1824,1920,3486,1832,202,16,50,35,41,42,5,16,15,11,40,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,51,90,2,99,1,0,1,16,27,1,1,99,0,0,0,202,121
70000,221,924,45,44,9999,0,1500,0,3664,6258,2,2,1171,441,1555,1,0,60,60,92,0,0,1,6,0,1824,1920,3571,1851,206,11,59,45,50,36,10,11,5,31,40,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,53,90,2,99,1,0,1,16,27,1,1,99,0,0,0,206,121
71000,221,924,45,44,9999,0,1500,0,3664,6324,2,2,1171,441,1555,1,0,60,60,91,0,0,3,10,0,1824,1920,3609,1867,205,23,63,52,39,52,11,16,23,31,40,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,53,90,2,99,1,0,1,16,27,1,1,99,0,0,0,205,121
72000,221,924,45,44,9999,0,1500,0,3664,6815,2,2,1171,441,1804,1,0,59,60,91,0,0,3,3,0,1824,1920,3265,1821,198,19,66,54,44,55,19,11,15,21,39,0,0,7397,962,0,917,1,918,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,198,121
72999,221,924,45,44,9999,0,1500,0,3664,6258,2,2,1171,441,1804,1,0,60,60,92,0,0,4,2,0,1824,1920,3332,1828,198,23,61,47,50,39,23,11,15,25,39,0,0,7397,962,0,917,1,918,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,51,90,2,99,1,0,1,16,27,1,1,99,0,0,0,198,121
73999,221,924,45,44,9999,0,1500,0,3664,6844,2,2,1171,441,1804,1,0,60,60,91,0,0,0,2,0,1824,1920,3345,1816,198,11,60,42,50,43,5,11,0,25,39,0,0,7397,962,0,917,1,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,198,121
74999,221,924,44,44,9999,0,1500,0,3645,6677,2,2,1171,441,1804,1,0,60,60,90,0,0,1,3,0,1824,1920,3332,1816,198,27,59,50,36,36,5,27,11,28,37,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,198,121
75999,221,924,44,44,9999,0,1500,0,3645,6174,2,2,1171,441,1804,1,0,61,60,91,0,0,1,6,0,1824,1920,3216,1814,209,22,61,39,25,44,14,19,22,23,39,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,209,121
77000,221,924,44,44,9999,0,1500,0,3645,6509,2,2,1171,441,1804,1,0,60,60,91,0,0,1,3,0,1824,1920,3338,1826,204,15,69,42,54,38,11,15,11,21,39,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,204,121
78007,206,924,44,44,9999,0,1500,0,3645,6207,2,2,1171,441,1804,1,0,60,60,92,0,0,1,3,0,1824,1920,3176,1850,196,25,64,47,44,52,10,25,23,28,39,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,51,90,2,99,1,0,1,16,27,1,1,99,0,0,0,196,121
78999,206,924,44,44,9999,0,1500,0,3645,6243,2,2,1171,441,1804,1,0,61,60,92,0,0,0,76,0,1824,1920,3099,1829,195,11,64,35,21,35,5,11,5,16,38,0,0,7397,962,0,917,1,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,195,121
79999,206,924,44,44,9999,0,1500,0,3645,6364,2,2,1171,441,1804,1,0,60,60,92,0,0,2,76,0,1824,1920,3304,1810,202,19,52,47,47,50,11,5,19,11,38,0,0,7397,962,0,917,1,918,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,202,121
81000,206,924,44,44,9999,0,1500,0,3645,6240,2,2,1171,441,1804,1,0,60,60,92,0,0,1,73,0,1824,1920,3289,1831,197,23,57,42,50,38,19,23,10,19,39,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,50,90,2,99,1,0,1,14,27,1,1,99,0,0,0,197,121
82000,206,924,44,44,9999,0,1500,0,3656,6211,2,2,1171,441,1804,1,0,60,60,92,0,0,1,52,0,1824,1920,3304,1808,198,23,66,42,42,54,10,15,23,23,40,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211,51,93,2,99,1,0,1,15,26,1,1,99,0,0,0,198,121
83000,206,924,44,44,9999,0,1500,0,3656,6251,2,2,1171,441,1804,1,0,60,60,93,0,0,0,5,0,1824,1920,3179,1809,234,19,52,47,41,47,14,19,11,11,39,0,0,7397,962,0,917,1,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,234,121
84001,206,924,44,44,9999,0,1500,0,3656,6255,2,2,1171,441,1804,1,0,60,60,94,0,0,0,4,0,1824,1920,3302,1820,197,23,52,42,60,47,10,19,23,23,39,0,0,7397,962,0,917,1,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,51,93,2,99,1,0,1,15,26,1,1,99,0,0,0,197,121
85001,206,924,44,44,9999,0,1500,0,3655,6147,2,2,1171,441,1804,1,0,61,60,93,0,0,0,3,0,1824,1920,3274,1816,196,22,54,52,42,52,14,22,15,16,38,0,0,7397,962,0,917,1,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,196,121
86008,206,924,44,44,9999,0,1500,0,3655,6220,2,2,1171,441,1804,1,0,60,60,93,0,0,6,6,0,1824,1920,3309,1836,197,11,55,57,38,35,5,10,11,15,37,0,0,7397,962,0,917,1,918,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,50,90,2,99,1,0,1,15,27,1,1,99,0,0,0,197,121
87000,206,924,44,44,9999,0,1500,0,3655,6239,2,2,1171,441,1804,1,0,60,60,92,0,0,3,6,0,1824,1920,3275,1815,197,23,52,44,39,47,19,23,10,11,38,0,0,7397,962,0,917,1,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,51,90,2,99,1,0,1,15,27,1,1,99,0,0,0,197,121
