Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
22001,237,864,31,45,9999,0,1500,0,3608,5945,2,2,1171,441,1353,1,0,60,60,95,0,0,0,56,0,1824,1920,3264,1164,0,19,57,55,33,61,15,19,15,5,30,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,30,27,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
23002,237,864,31,45,9999,0,1500,0,3608,5935,2,2,1171,441,1353,1,0,60,60,97,0,0,0,70,0,1824,1920,3392,1170,0,19,68,47,52,50,15,15,19,0,29,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
24002,237,864,31,45,9999,0,1500,0,3608,6090,2,2,1171,441,1555,1,0,60,60,97,0,0,0,49,0,1824,1920,3395,1173,0,19,68,52,50,42,19,10,5,14,29,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
25001,237,864,31,45,9999,0,1500,0,3603,6377,2,2,1171,441,1555,1,0,60,60,96,0,0,0,40,0,1824,1920,3419,1208,0,22,60,52,47,38,5,22,5,0,29,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,19,38,0,0,100,0,0,0,0,121
26002,237,864,31,45,9999,0,1500,0,3603,6258,2,2,1171,441,1555,1,0,60,60,96,0,0,0,34,0,1824,1920,3403,1272,190,16,78,54,45,52,16,10,5,10,31,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,35,29,1,100,0,0,1,18,37,0,0,100,0,0,0,190,121
27002,237,864,31,45,9999,0,1500,0,3603,6298,2,2,1171,441,1555,1,0,60,60,95,0,0,0,48,0,1824,1920,3410,1466,302,19,60,44,51,60,15,5,19,13,33,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,45,47,2,100,0,0,1,18,36,0,2,98,0,0,0,302,121
28002,237,864,31,45,9999,0,1500,0,3603,6035,2,2,1171,441,1555,1,0,60,60,94,0,0,0,63,0,1824,1920,3408,1157,0,15,60,33,38,41,5,5,15,5,29,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
29002,237,864,31,45,9999,0,1500,0,3603,6395,2,2,1171,441,1555,1,0,60,60,95,0,0,0,49,0,1824,1920,3368,1160,0,19,61,33,35,50,11,19,15,5,29,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
30002,237,864,31,45,9999,0,1500,0,3603,6831,2,2,1171,441,1804,1,0,60,60,96,0,0,0,63,0,1824,1920,3141,1111,0,22,59,33,35,53,21,11,22,9,27,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
31002,237,864,31,45,9999,0,1500,0,3603,6175,2,2,1171,441,1804,1,0,60,60,96,0,0,0,39,0,1824,1920,3246,1098,0,15,61,44,42,42,5,10,15,10,28,0,0,7205,893,0,857,2,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,30,23,1,100,0,0,1,18,38,0,0,100,0,0,0,0,121
